-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
-6.12781E-4,0.00969284,32.5149,39.7687,51.6945,0.333666,0
0.00261034,0.00927657,32.5429,39.8121,51.77,0.333677,0
0.0408665,0.00932139,32.5401,39.8077,51.7624,0.333687,1
0.0340222,0.00918644,32.5494,39.8222,51.7876,0.333703,1
0.0279126,0.00919503,32.5493,39.8218,51.7868,0.333725,1
0.0219882,0.00903862,32.5601,39.8387,51.816,0.333751,1
0.0168089,0.00903433,32.5609,39.8397,51.8177,0.333781,1
0.0118931,0.00887173,32.5723,39.8573,51.848,0.333812,1
0.00475616,0.00887173,32.5729,39.858,51.849,0.333848,1
0.0473439,0.0088312,32.5761,39.8629,51.8573,0.333878,1
0.377167,0.00886601,32.5741,39.8599,51.8524,0.333885,1
0.668581,0.00888222,32.5736,39.86,51.8538,0.333893,1
0.945886,0.00903815,32.5639,39.8462,51.8318,0.333876,1
1.39037,0.00929802,32.5475,39.8227,51.7945,0.333847,1
1.7405,0.00959509,32.5287,39.7961,51.752,0.33381,1
2.01348,0.00993412,32.5073,39.7658,51.7042,0.333758,1
2.47159,0.0103804,32.4789,39.7253,51.6398,0.333695,1
2.6704,0.0109102,32.4451,39.677,51.5623,0.333615,1
3.09549,0.0115849,32.4019,39.6146,51.4617,0.333521,1
3.349,0.0122535,32.3593,39.5538,51.3647,0.333416,1
3.78305,0.0130264,32.3101,39.4832,51.2517,0.333294,1
4.03637,0.0138342,32.2588,39.41,51.135,0.333158,1
4.46009,0.0147473,32.2008,39.3271,51.0025,0.333009,1
4.71508,0.0157053,32.1402,39.2406,50.8649,0.332845,1
5.13555,0.0167481,32.0743,39.1466,50.7152,0.332665,1
5.50635,0.0179307,31.9998,39.0407,50.5474,0.332448,1
5.83176,0.0190226,31.9313,38.9439,50.3951,0.332235,1
6.13861,0.0202681,31.8533,38.833,50.2191,0.332008,1
6.46198,0.0215833,31.7711,38.7162,50.0343,0.33176,1
6.8099,0.0229599,31.6853,38.5944,49.8421,0.331492,1
7.13843,0.0244281,31.5941,38.465,49.6376,0.331205,1
7.47881,0.0259406,31.5004,38.3324,49.4289,0.330898,1
7.81857,0.0275452,31.4014,38.1921,49.2083,0.330568,1
8.15791,0.0291993,31.2996,38.0483,48.9827,0.330216,1
8.51953,0.0309431,31.1928,37.8974,48.7461,0.32984,1
8.85332,0.0327322,31.0836,37.7436,48.5057,0.329439,1
9.26476,0.0346181,30.9689,37.5821,48.2535,0.329011,1
9.53903,0.0365149,30.8541,37.421,48.0031,0.328558,1
9.98971,0.0385215,30.7332,37.2513,47.7394,0.328076,1
10.2769,0.0405442,30.6118,37.0816,47.4771,0.327566,1
10.6831,0.0426218,30.4877,36.9083,47.2099,0.327022,1
11.0685,0.0447075,30.3635,36.7359,46.9455,0.326448,1
11.4439,0.0468838,30.2347,36.5569,46.6712,0.325842,1
11.7821,0.0490639,30.1061,36.379,46.4001,0.3252,1
12.1108,0.0513264,29.9732,36.1953,46.1206,0.324525,1
12.5124,0.0535771,29.8416,36.0143,45.8467,0.323812,1
12.9265,0.0558979,29.7064,35.8287,45.5665,0.323062,1
13.3614,0.0582516,29.5699,35.6418,45.2853,0.322273,1
13.7469,0.0606639,29.4307,35.4514,44.9996,0.321443,1
14.0906,0.0630757,29.292,35.2626,44.7178,0.320571,1
14.4905,0.0658223,29.1347,35.0487,44.399,0.31956,1
14.9394,0.0683314,28.9916,34.8548,44.1115,0.318591,1
15.3903,0.0708725,28.8472,34.6597,43.8233,0.317575,1
15.7844,0.0734484,28.7014,34.4632,43.534,0.31651,1
16.1384,0.076009,28.5569,34.2694,43.2504,0.315396,1
16.5103,0.0786006,28.4111,34.0744,42.9662,0.31423,1
16.9241,0.0811841,28.2661,33.8814,42.6863,0.313014,1
17.3432,0.0838148,28.1191,33.686,42.4037,0.311743,1
17.7978,0.0864288,27.9732,33.4931,42.1263,0.310417,1
18.2554,0.0890905,27.8253,33.2978,41.8463,0.309035,1
18.7038,0.0917603,27.6771,33.1029,41.5682,0.307592,1
19.1332,0.0944311,27.5292,32.9091,41.293,0.306087,1
19.5678,0.0971362,27.3798,32.7138,41.0166,0.304517,1
20.0305,0.0997931,27.233,32.5232,40.7489,0.302881,1
20.5005,0.102403,27.0886,32.3368,40.4896,0.301177,1
21.0017,0.104992,26.9453,32.153,40.2353,0.299404,1
21.5366,0.107605,26.8009,31.9681,39.9806,0.297559,1
22.0807,0.110283,26.6533,31.7793,39.7208,0.295641,1
22.6155,0.112992,26.5043,31.5891,39.4599,0.293646,1
23.1416,0.115683,26.3561,31.401,39.2034,0.29157,1
23.6821,0.11836,26.2084,31.2144,38.9508,0.289412,1
24.2495,0.120937,26.0653,31.0354,38.7116,0.28717,1
24.8354,0.123397,25.9274,30.865,38.4873,0.284842,1
25.4308,0.125857,25.7891,30.6948,38.2648,0.282424,1
26.0295,0.128406,25.6465,30.5189,38.0343,0.279915,1
26.6849,0.131059,25.4988,30.3363,37.7943,0.277313,1
27.3387,0.133669,25.3527,30.1571,37.5608,0.274614,1
27.9803,0.136059,25.2161,29.9927,37.3524,0.271815,1
28.6304,0.138323,25.0846,29.8367,37.1589,0.268915,1
29.2898,0.140613,24.9515,29.679,36.9637,0.265915,1
29.9615,0.143131,24.8077,29.5064,36.7459,0.262811,1
30.6869,0.145669,24.6625,29.3326,36.5275,0.259607,1
31.4273,0.148041,24.524,29.1697,36.3279,0.256283,1
32.1632,0.150128,24.3973,29.0251,36.1589,0.252842,1
32.9674,0.151864,24.2849,28.9026,36.0272,0.249279,1
33.7267,0.153682,24.1682,28.7747,35.888,0.245603,1
34.4683,0.155813,24.0373,28.6266,35.7177,0.241816,1
35.1642,0.158198,23.8947,28.462,35.5222,0.237907,1
35.8561,0.160128,23.771,28.3262,35.3741,0.233885,1
36.7425,0.161154,23.685,28.2474,35.3198,0.22973,1
37.2208,0.162172,23.5985,28.1689,35.2678,0.225449,2
37.1945,0.163597,23.4953,28.0654,35.1751,0.221179,2
37.1638,0.164995,23.3936,27.9639,35.0856,0.216895,2
37.1524,0.166212,23.3001,27.8746,35.0158,0.212601,2
37.1396,0.16723,23.2157,27.7987,34.9676,0.208306,2
37.1258,0.168111,23.1379,27.7324,34.9352,0.204013,2
37.1103,0.168853,23.0667,27.6758,34.9189,0.199722,2
37.1008,0.169501,23.0001,27.6262,34.9143,0.195433,2
37.412,0.170123,22.9353,27.5793,34.9146,0.19112,2
37.7486,0.170824,22.8671,27.5279,34.9085,0.186759,2
38.1421,0.17146,22.7983,27.4811,34.9193,0.181901,2
38.5397,0.171889,22.739,27.4493,34.9564,0.176984,2
38.9217,0.172202,22.6857,27.4272,35.0114,0.172041,2
39.307,0.172525,22.633,27.4066,35.0702,0.167062,2
39.6963,0.172723,22.5863,27.396,35.148,0.162013,2
40.1435,0.172644,22.5527,27.4063,35.2636,0.156893,2
40.5289,0.172578,22.5205,27.4192,35.3858,0.151765,2
40.94,0.172409,22.4947,27.4431,35.529,0.146623,2
41.3463,0.172305,22.4676,27.4657,35.6727,0.141441,2
41.7669,0.172102,22.4464,27.4985,35.8373,0.136202,2
42.1872,0.171755,22.4341,27.5461,36.0308,0.130935,2
42.6098,0.171244,22.4319,27.6108,36.2577,0.125645,2
43.0497,0.170474,22.445,27.7008,36.5336,0.120341,2
43.4757,0.169824,22.4556,27.7882,36.8093,0.115028,2
43.8763,0.169292,22.4634,27.8724,37.0842,0.109672,2
44.3243,0.168204,22.5014,28.0068,37.4561,0.104269,2
44.8097,0.16681,22.5598,28.1758,37.8987,0.098877,2
45.237,0.1658,22.6044,28.3244,38.3104,0.093514,2
45.662,0.16457,22.6653,28.5017,38.7839,0.0881419,2
46.157,0.162925,22.7529,28.7256,39.3564,0.0827138,2
46.6136,0.161559,22.8325,28.9393,39.9201,0.077297,2
47.057,0.160082,22.926,29.1786,40.545,0.071933,2
47.5241,0.158534,23.0308,29.4402,41.2275,0.0665721,2
